model,primary_failed_part,mileage,age,date,claims_count
Ariya,Brake Pad,16149.1,3.91,2025-01-22,1
Ariya,Brake Pad,18309.7,3.45,2025-01-02,1
Ariya,Brake Pad,17764.8,3.82,2025-04-15,0
Ariya,Brake Pad,18030.8,4.0,2025-04-03,0
Ariya,Brake Pad,17156.7,3.72,2025-04-25,0
Ariya,Brake Pad,17783.9,3.77,2025-03-03,1
Ariya,Brake Pad,19194.0,3.77,2025-03-25,1
Ariya,Brake Pad,17315.3,3.87,2025-01-22,0
Ariya,Brake Pad,18016.3,4.01,2025-05-03,1
Ariya,Brake Pad,18492.2,3.88,2025-03-21,0
Ariya,Brake Pad,17055.1,3.65,2025-03-28,0
Ariya,Brake Pad,17342.6,3.87,2025-03-06,0
Ariya,Brake Pad,18503.9,4.24,2025-04-07,1
Ariya,Brake Pad,18564.0,3.87,2025-05-27,0
Ariya,Brake Pad,14940.2,3.83,2025-02-25,0
Ariya,Brake Pad,17450.1,3.91,2025-06-26,1
Ariya,Brake Pad,18276.1,3.8,2025-06-30,1
Ariya,Brake Pad,17759.5,3.86,2025-03-30,0
Ariya,Brake Pad,18620.9,4.0,2025-02-01,1
Ariya,Brake Pad,17779.4,3.81,2025-01-07,0
Ariya,Brake Pad,17502.3,4.25,2025-02-11,0
Ariya,Brake Pad,17624.7,3.68,2025-01-21,0
Ariya,Brake Pad,18846.0,4.17,2025-03-19,0
Ariya,Brake Pad,16871.6,4.01,2025-01-13,1
Ariya,Brake Pad,17896.9,3.54,2025-01-23,0
Ariya,Brake Pad,17848.3,3.83,2025-02-08,0
Ariya,Brake Pad,18179.0,4.11,2025-05-20,1
Ariya,Brake Pad,18349.4,3.55,2025-03-04,1
Ariya,Brake Pad,18718.8,3.64,2025-02-18,1
Ariya,Brake Pad,17120.7,3.83,2025-01-23,0
Ariya,Brake Pad,19045.9,3.9,2025-05-27,0
Ariya,Brake Pad,18489.1,3.84,2025-03-26,1
Ariya,Brake Pad,17692.3,3.95,2025-04-05,1
Ariya,Brake Pad,17794.9,4.16,2025-05-12,0
Ariya,Brake Pad,17150.4,3.92,2025-06-12,0
Ariya,Brake Pad,19438.3,4.36,2025-05-30,0
Ariya,Brake Pad,16284.9,3.96,2025-06-30,0
Ariya,Brake Pad,18058.6,3.87,2025-05-04,1
Ariya,Brake Pad,17450.8,4.13,2025-05-25,0
Ariya,Brake Pad,18812.4,3.82,2025-05-29,0
Ariya,Brake Pad,18967.0,3.59,2025-01-04,0
Ariya,Brake Pad,17367.4,3.96,2025-02-26,0
Ariya,Brake Pad,17132.0,4.25,2025-03-28,0
Ariya,Brake Pad,17652.7,3.64,2025-06-04,0
Ariya,Brake Pad,17636.1,4.09,2025-04-27,0
Ariya,Brake Pad,17678.8,4.03,2025-01-26,0
Ariya,Brake Pad,17950.3,3.83,2025-05-07,0
Ariya,Brake Pad,18818.1,3.58,2025-05-07,0
Ariya,Brake Pad,16414.8,3.53,2025-01-21,0
Ariya,Brake Pad,17962.7,3.68,2025-05-05,1
Ariya,Brake Pad,16627.9,3.64,2025-06-29,1
Ariya,Brake Pad,17093.6,3.69,2025-01-07,1
Ariya,Brake Pad,18983.6,3.82,2025-02-19,0
Leaf,Brake Caliper,20976.3,5.78,2025-01-15,0
Leaf,Brake Caliper,17887.6,5.23,2025-05-27,1
Leaf,Brake Caliper,17427.0,5.53,2025-03-19,0
Leaf,Brake Caliper,19357.1,5.27,2025-01-19,0
Leaf,Brake Caliper,18379.5,4.93,2025-02-03,1
Leaf,Brake Caliper,18796.0,5.26,2025-03-06,0
Leaf,Brake Caliper,18252.4,6.07,2025-06-28,1
Leaf,Brake Caliper,19533.2,5.44,2025-04-08,0
Leaf,Brake Caliper,19113.7,5.31,2025-01-02,1
Leaf,Brake Caliper,19817.9,5.38,2025-03-26,0
Leaf,Brake Caliper,17875.9,5.89,2025-01-24,1
Leaf,Brake Caliper,18158.3,6.01,2025-04-11,0
Leaf,Brake Caliper,19759.8,5.64,2025-03-06,0
Leaf,Brake Caliper,17994.3,5.85,2025-05-19,0
Leaf,Brake Caliper,21162.3,5.17,2025-03-01,0
Leaf,Brake Caliper,18825.0,5.21,2025-06-12,0
Leaf,Brake Caliper,18576.5,5.4,2025-06-11,0
Leaf,Brake Caliper,20126.2,5.06,2025-05-23,0
Leaf,Brake Caliper,19582.4,5.66,2025-06-01,0
Leaf,Brake Caliper,18036.0,5.46,2025-03-24,1
Leaf,Brake Caliper,18360.1,5.48,2025-02-23,1
Leaf,Brake Caliper,20650.5,5.21,2025-03-03,1
Leaf,Brake Caliper,19182.9,5.2,2025-04-25,0
Leaf,Brake Caliper,19588.3,5.54,2025-04-09,0
Leaf,Brake Caliper,19464.7,5.31,2025-05-24,1
Leaf,Brake Caliper,17823.8,5.02,2025-03-08,0
Leaf,Brake Caliper,18911.1,5.6,2025-01-30,0
Leaf,Brake Caliper,19275.7,5.65,2025-05-23,0
Leaf,Brake Caliper,18392.8,5.42,2025-04-27,0
Leaf,Brake Caliper,16685.2,5.41,2025-04-14,0
Leaf,Brake Caliper,20547.4,5.5,2025-04-28,0
Leaf,Brake Caliper,20794.1,5.57,2025-04-29,1
Leaf,Brake Caliper,19845.5,5.64,2025-06-20,0
Leaf,Brake Caliper,19690.0,5.54,2025-04-22,1
Leaf,Brake Caliper,19708.2,5.31,2025-01-16,1
Leaf,Brake Caliper,20169.8,5.87,2025-01-03,1
Leaf,Brake Caliper,19275.4,5.35,2025-04-10,1
Leaf,Brake Caliper,17762.1,5.55,2025-03-13,1
Leaf,Brake Caliper,18884.0,5.27,2025-02-27,0
Leaf,Brake Caliper,17972.2,5.16,2025-03-21,1
Leaf,Brake Caliper,18960.7,5.58,2025-03-25,1
Leaf,Brake Caliper,19396.7,6.32,2025-06-17,1
Leaf,Brake Caliper,19590.4,5.75,2025-05-31,0
Leaf,Brake Caliper,18907.6,5.07,2025-04-27,1
Leaf,Brake Caliper,18503.5,5.94,2025-06-23,0
Leaf,Brake Caliper,18121.6,5.47,2025-06-12,0
Leaf,Brake Caliper,18948.3,5.87,2025-06-21,0
Leaf,Brake Caliper,19417.8,5.62,2025-03-01,0
Leaf,Brake Caliper,18764.5,4.84,2025-01-21,0
Leaf,Brake Caliper,18532.1,5.44,2025-06-13,1
Leaf,Brake Caliper,19065.4,5.26,2025-05-01,0
Leaf,HV Battery,8268.9,6.96,2025-05-29,0
Leaf,HV Battery,8074.0,7.46,2025-04-18,1
Leaf,HV Battery,8231.2,6.64,2025-04-26,1
Leaf,HV Battery,8713.5,7.1,2025-03-27,1
Leaf,HV Battery,7851.7,7.1,2025-05-08,0
Leaf,HV Battery,7680.6,7.17,2025-03-09,0
Leaf,HV Battery,8450.8,6.96,2025-03-29,1
Leaf,HV Battery,8098.9,6.96,2025-01-30,0
Leaf,HV Battery,8523.8,7.08,2025-01-01,1
Leaf,HV Battery,7985.5,7.22,2025-03-19,1
Leaf,HV Battery,8110.8,7.12,2025-05-19,0
Leaf,HV Battery,7894.3,7.39,2025-03-13,0
Leaf,HV Battery,8059.1,7.06,2025-05-17,1
Leaf,HV Battery,8302.3,7.87,2025-01-12,1
Leaf,HV Battery,8568.6,6.93,2025-05-31,1
Leaf,HV Battery,7709.7,7.29,2025-03-19,1
Leaf,HV Battery,7984.2,7.09,2025-06-29,1
Leaf,HV Battery,8150.0,7.13,2025-04-23,0
Leaf,HV Battery,8136.7,7.0,2025-02-25,1
Leaf,HV Battery,7343.8,7.24,2025-01-30,1
Leaf,HV Battery,8479.9,6.83,2025-05-19,0
Leaf,HV Battery,8521.6,7.28,2025-01-24,0
Leaf,HV Battery,8275.1,7.24,2025-03-30,0
Leaf,HV Battery,8529.5,7.36,2025-04-10,1
Leaf,HV Battery,7575.9,7.63,2025-01-06,1
Leaf,HV Battery,8453.4,6.81,2025-03-29,1
Leaf,HV Battery,7489.8,6.74,2025-03-16,0
Leaf,HV Battery,8738.5,7.13,2025-02-11,0
Leaf,HV Battery,8549.0,7.9,2025-05-04,0
Leaf,HV Battery,7750.5,6.74,2025-01-14,1
Leaf,HV Battery,8218.2,7.28,2025-04-27,0
Leaf,HV Battery,8540.5,6.84,2025-06-02,0
Sentra,Brake Caliper,14016.0,11.41,2025-03-18,0
Sentra,Brake Caliper,14065.1,9.77,2025-05-03,1
Sentra,Brake Caliper,13819.9,9.89,2025-04-16,1
Sentra,Brake Caliper,12858.7,9.67,2025-01-31,0
Sentra,Brake Caliper,14231.8,10.41,2025-01-27,1
Sentra,Brake Caliper,12433.6,10.05,2025-01-28,0
Sentra,Brake Caliper,14777.3,10.55,2025-01-14,0
Sentra,Brake Caliper,12650.1,10.02,2025-05-04,1
Sentra,Brake Caliper,14328.6,10.06,2025-05-28,0
Sentra,Brake Caliper,13821.2,9.93,2025-05-02,0
Sentra,Brake Caliper,14845.8,9.68,2025-04-11,0
Sentra,Brake Caliper,12416.5,10.7,2025-03-20,0
Sentra,Brake Caliper,13789.6,11.45,2025-04-26,0
Sentra,Brake Caliper,14267.3,10.54,2025-04-03,1
Sentra,Brake Caliper,13868.4,10.16,2025-03-16,1
Sentra,Brake Caliper,13274.7,10.07,2025-06-22,0
Sentra,Brake Caliper,14418.4,10.1,2025-03-31,0
Sentra,Brake Caliper,14721.2,10.71,2025-04-18,0
Sentra,Brake Caliper,12632.7,10.4,2025-03-29,0
Sentra,Brake Caliper,12817.9,10.31,2025-04-29,0
Sentra,Brake Caliper,14135.5,9.91,2025-02-08,0
Sentra,Brake Caliper,14391.5,9.26,2025-05-12,0
Sentra,Brake Caliper,13153.7,10.96,2025-05-25,0
Sentra,Brake Caliper,14044.2,10.02,2025-04-27,1
Sentra,Brake Caliper,13603.7,10.79,2025-02-08,1
Sentra,Brake Caliper,13406.1,10.25,2025-02-12,1
Sentra,Brake Caliper,14046.9,10.94,2025-04-10,0
Sentra,Brake Caliper,13768.8,10.09,2025-06-24,1
Sentra,Brake Caliper,13965.8,10.71,2025-05-28,1
Sentra,Brake Caliper,14936.4,10.93,2025-02-23,1
Sentra,Brake Caliper,13034.7,10.15,2025-03-17,0
Sentra,Brake Caliper,13392.1,10.4,2025-05-10,0
Sentra,Brake Caliper,14230.7,10.58,2025-03-28,0
Sentra,Brake Caliper,12879.2,11.46,2025-03-10,1
Sentra,Brake Caliper,12865.8,10.36,2025-06-24,1
Sentra,Brake Caliper,14698.3,10.14,2025-01-07,0
Sentra,Brake Caliper,12907.2,10.4,2025-02-22,1
Sentra,HV Battery,28351.2,8.37,2025-06-25,0
Sentra,HV Battery,29211.7,7.93,2025-04-08,1
Sentra,HV Battery,28979.3,8.3,2025-05-16,1
Sentra,HV Battery,28118.2,7.59,2025-03-31,0
Sentra,HV Battery,29355.1,8.09,2025-04-17,1
Sentra,HV Battery,29476.0,6.94,2025-01-03,1
Sentra,HV Battery,28657.8,7.88,2025-04-22,1
Sentra,HV Battery,29679.6,7.42,2025-04-08,1
Sentra,HV Battery,29563.1,7.61,2025-06-01,1
Sentra,HV Battery,28583.2,8.4,2025-06-02,1
Sentra,HV Battery,28979.6,7.93,2025-02-16,1
Sentra,HV Battery,29508.9,8.13,2025-06-16,1
Sentra,HV Battery,24771.1,8.19,2025-04-15,1
Sentra,HV Battery,30488.6,7.9,2025-01-18,0
Sentra,HV Battery,26086.3,7.57,2025-02-25,1
Sentra,HV Battery,27006.6,7.87,2025-05-13,0
Sentra,HV Battery,28878.5,8.29,2025-02-03,1
Sentra,HV Battery,30696.0,8.85,2025-04-15,0
Sentra,HV Battery,27689.6,7.85,2025-05-21,1
Sentra,HV Battery,28658.6,7.59,2025-05-02,1
Sentra,HV Battery,29081.9,8.14,2025-01-09,1
Sentra,HV Battery,31992.4,8.1,2025-06-09,1
Sentra,HV Battery,27137.5,7.33,2025-04-24,1
Sentra,HV Battery,27508.9,8.11,2025-04-23,0
Sentra,HV Battery,28787.8,7.34,2025-04-27,1
Sentra,HV Battery,27437.4,8.27,2025-04-23,1
Sentra,HV Battery,30525.8,6.99,2025-06-02,0
Sentra,HV Battery,29079.9,8.19,2025-04-06,0
Sentra,HV Battery,28205.9,8.26,2025-04-30,0
Sentra,HV Battery,31225.8,8.26,2025-01-11,1
Sentra,HV Battery,29296.1,7.5,2025-06-17,1
Sentra,HV Battery,31154.2,7.48,2025-02-22,0
Sentra,HV Battery,29480.0,7.61,2025-05-26,0
Sentra,HV Battery,27210.5,8.37,2025-05-25,0
Sentra,HV Battery,30686.9,7.43,2025-04-15,1
Sentra,HV Battery,29382.0,7.79,2025-02-06,0
Sentra,HV Battery,26998.1,7.5,2025-04-07,1
Sentra,HV Battery,28127.6,7.95,2025-02-27,1
Sentra,HV Battery,31576.9,8.25,2025-05-08,0
Sentra,HV Battery,29052.8,7.81,2025-04-30,0
Sentra,HV Battery,26355.6,7.61,2025-05-31,1
Sentra,HV Battery,30317.9,8.22,2025-02-17,1
Sentra,HV Battery,26859.2,7.74,2025-04-24,0
Sentra,HV Battery,26769.7,8.12,2025-01-18,1
Sentra,HV Battery,29256.9,7.29,2025-06-21,1
Sentra,HV Battery,29546.9,8.19,2025-01-22,1
Sentra,HV Battery,29774.0,7.76,2025-01-15,1
Sentra,HV Battery,29535.5,8.23,2025-04-23,0
Sentra,HV Battery,25618.1,8.1,2025-03-03,0
Sentra,HV Battery,25999.8,7.65,2025-04-02,1
Sentra,HV Battery,28343.9,8.08,2025-02-01,1
Sentra,HV Battery,28550.7,8.13,2025-02-03,1
Sentra,HV Battery,27966.9,8.12,2025-05-22,0
Sentra,HV Battery,29386.7,7.94,2025-06-02,1
Sentra,HV Battery,28185.9,7.77,2025-04-18,0
Sentra,HV Battery,28609.4,7.56,2025-02-14,1
Sentra,HV Battery,28587.1,7.97,2025-02-17,0
Sentra,HV Battery,28746.3,7.44,2025-06-19,0
Sentra,HV Battery,28304.3,7.88,2025-01-09,0
Sentra,HV Battery,28063.4,7.93,2025-04-15,0
Sentra,HV Battery,27952.1,7.92,2025-05-19,1
Sentra,HV Battery,29643.2,7.71,2025-06-17,0
Sentra,HV Battery,29214.2,8.32,2025-02-12,0
Sentra,HV Battery,28445.6,8.1,2025-03-15,1
Sentra,HV Battery,27876.7,7.95,2025-02-21,0
Sentra,HV Battery,28195.0,7.11,2025-02-11,0
Sentra,HV Battery,30778.5,7.71,2025-03-01,1
Sentra,HV Battery,29369.6,7.76,2025-02-19,1
Sentra,HV Battery,27173.9,8.34,2025-06-25,1
Sentra,HV Battery,29634.6,7.51,2025-03-03,0
Sentra,HV Battery,29867.4,8.48,2025-01-14,0
Sentra,HV Battery,29094.6,8.22,2025-02-06,0
Sentra,HV Battery,30610.5,7.54,2025-02-25,1
Sentra,HV Battery,29540.5,7.31,2025-06-07,1
Sentra,HV Battery,28566.7,7.65,2025-05-31,0
Sentra,HV Battery,28023.8,7.53,2025-02-28,0
Sentra,HV Battery,27418.6,7.41,2025-03-06,0
Sentra,HV Battery,26303.9,7.69,2025-03-13,0
Sentra,HV Battery,26654.6,7.56,2025-04-08,0
Sentra,HV Battery,27315.0,7.28,2025-01-06,1
Sentra,HV Battery,29119.5,7.88,2025-04-13,0
Sentra,HV Battery,29031.4,7.87,2025-01-08,0
Sentra,HV Battery,29577.3,7.76,2025-04-07,1
Sentra,HV Battery,30938.7,7.32,2025-05-25,1
Sentra,HV Battery,26548.6,7.02,2025-03-08,1
Sentra,HV Battery,26000.2,7.67,2025-02-28,1
Sentra,HV Battery,28308.6,8.23,2025-06-24,1
Sentra,HV Battery,28255.3,8.45,2025-01-01,1
Sentra,HV Battery,29046.3,8.05,2025-04-13,0
Sentra,HV Battery,29949.8,7.7,2025-06-06,0
Sentra,HV Battery,31087.8,8.01,2025-03-30,1
Sentra,HV Battery,31069.1,8.26,2025-06-17,1
Sentra,HV Battery,29489.5,7.71,2025-02-03,0
Sentra,HV Battery,28565.3,7.98,2025-02-18,0
Sentra,HV Battery,27045.6,6.97,2025-03-29,0
Sentra,HV Battery,28112.9,7.72,2025-04-23,0
Sentra,HV Battery,29424.3,8.38,2025-05-18,0
Sentra,HV Battery,28661.8,7.38,2025-04-11,0
Sentra,HV Battery,28693.8,7.91,2025-03-24,1
Sentra,HV Battery,28360.8,7.49,2025-02-05,1
Sentra,HV Battery,31517.8,8.16,2025-06-03,1
Sentra,HV Battery,29583.0,7.14,2025-03-20,0
Sentra,HV Battery,26927.1,7.25,2025-01-24,1
Sentra,HV Battery,28265.8,8.31,2025-02-04,1
Sentra,HV Battery,28397.9,7.72,2025-05-10,1
Sentra,HV Battery,26298.8,7.97,2025-03-29,1
Sentra,HV Battery,27980.8,8.28,2025-03-04,1
Sentra,HV Battery,27548.9,7.78,2025-05-04,1
Sentra,HV Battery,27831.5,7.71,2025-01-13,0
Sentra,HV Battery,29690.0,7.38,2025-01-09,1
Sentra,HV Battery,28408.0,7.83,2025-04-08,1
Sentra,HV Battery,29563.7,7.7,2025-03-09,0
Sentra,HV Battery,30173.4,7.06,2025-03-06,0
Sentra,HV Battery,29341.8,7.84,2025-05-16,1
Sentra,HV Battery,30068.5,7.44,2025-05-23,0
Sentra,HV Battery,31107.2,8.39,2025-03-28,0
Sentra,HV Battery,28015.7,8.02,2025-03-15,0
Sentra,HV Battery,27105.1,8.09,2025-05-17,1
Sentra,HV Battery,27483.3,7.97,2025-05-03,0
Sentra,HV Battery,27245.5,8.31,2025-03-29,0
Sentra,HV Battery,29499.5,8.63,2025-03-04,1
Sentra,HV Battery,28933.1,7.25,2025-01-28,1
Sentra,HV Battery,29085.1,8.85,2025-01-30,0
Sentra,HV Battery,28342.6,8.04,2025-05-29,1
Sentra,HV Battery,29589.0,7.36,2025-06-11,0
Sentra,HV Battery,29053.2,8.13,2025-05-14,0
Sentra,HV Battery,29723.4,7.69,2025-01-03,0
Sentra,HV Battery,27349.7,7.56,2025-03-07,0
Sentra,HV Battery,28327.3,7.89,2025-02-12,0
Sentra,HV Battery,26765.9,8.26,2025-04-03,1
Sentra,HV Battery,29939.0,8.83,2025-03-31,1
Sentra,HV Battery,29111.3,7.78,2025-03-21,0
Sentra,HV Battery,26504.2,7.25,2025-02-06,0
Sentra,HV Battery,27185.5,7.35,2025-05-16,1
Sentra,HV Battery,27988.5,7.55,2025-01-02,0
Sentra,HV Battery,30266.6,8.06,2025-03-24,0
Sentra,HV Battery,29603.3,7.22,2025-03-05,0
Sentra,HV Battery,28730.7,7.2,2025-04-24,0
Sentra,HV Battery,29531.5,7.56,2025-04-16,1
Sentra,HV Battery,26776.7,7.68,2025-03-19,1
Sentra,HV Battery,27764.2,8.14,2025-02-03,0
Sentra,HV Battery,27896.7,7.86,2025-04-04,0
Sentra,HV Battery,27368.3,7.64,2025-03-27,0
Sentra,HV Battery,27233.4,7.7,2025-01-08,1
Sentra,HV Battery,29429.2,7.98,2025-05-03,0
Sentra,HV Battery,30570.1,7.32,2025-05-23,0
Sentra,HV Battery,28488.2,7.63,2025-04-19,1
Sentra,HV Battery,28806.7,7.9,2025-05-21,0
Sentra,HV Battery,27375.5,7.96,2025-05-16,0
Sentra,HV Battery,28474.4,8.38,2025-06-13,1
Sentra,HV Battery,26613.5,7.62,2025-04-25,0
Sentra,HV Battery,30550.0,7.93,2025-05-20,0
Sentra,HV Battery,27359.3,7.82,2025-04-12,0
Sentra,HV Battery,25946.2,8.1,2025-01-08,0
Sentra,HV Battery,27438.8,7.86,2025-06-23,1
Sentra,HV Battery,28912.9,7.74,2025-02-16,0
Sentra,HV Battery,24992.4,7.73,2025-01-11,1
Sentra,HV Battery,25095.9,8.46,2025-02-28,1
Sentra,HV Battery,28233.3,7.49,2025-06-01,0
Sentra,HV Battery,25673.8,8.08,2025-02-03,0
Sentra,HV Battery,29286.6,7.77,2025-02-13,0
Sentra,HV Battery,28583.8,7.52,2025-02-01,0
Sentra,HV Battery,27546.7,8.33,2025-03-05,1
Sentra,HV Battery,28125.2,7.98,2025-01-20,0
Sentra,HV Battery,28115.8,7.78,2025-05-04,1
Sentra,HV Battery,31687.3,8.38,2025-01-09,1
Sentra,HV Battery,29680.7,7.81,2025-01-24,1
Sentra,HV Battery,29819.0,7.15,2025-06-09,0
Sentra,HV Battery,28575.0,7.56,2025-03-25,0
Sentra,HV Battery,29678.1,8.16,2025-05-24,1
Sentra,HV Battery,30338.1,7.82,2025-04-13,0
Sentra,HV Battery,28553.2,8.09,2025-04-17,0
Sentra,HV Battery,30506.6,7.29,2025-02-23,1
Sentra,HV Battery,28449.6,6.95,2025-06-01,0
Sentra,HV Battery,30084.3,7.57,2025-05-28,0
Sentra,HV Battery,29276.4,7.32,2025-06-19,0
Sentra,HV Battery,28558.3,7.65,2025-02-03,0
Sentra,HV Battery,27574.2,8.23,2025-05-19,1
Sentra,HV Battery,27392.4,8.32,2025-05-01,0
Sentra,HV Battery,30931.1,7.65,2025-05-25,1
Sentra,HV Battery,31111.0,8.21,2025-05-15,0
Sentra,HV Battery,31933.9,8.56,2025-05-04,1
Sentra,HV Battery,28956.9,8.27,2025-02-10,0
Sentra,HV Battery,28349.9,8.38,2025-05-13,0
Sentra,HV Battery,27037.3,7.68,2025-05-08,0
Sentra,HV Battery,27694.1,7.71,2025-02-21,0
Sentra,HV Battery,28209.8,7.85,2025-06-29,1
Sentra,HV Battery,29624.1,7.9,2025-01-20,0
Sentra,HV Battery,29338.3,7.47,2025-03-06,1
Sentra,HV Battery,27749.3,7.68,2025-02-10,0
Sentra,HV Battery,28537.8,8.34,2025-03-21,1
Sentra,HV Battery,28784.7,7.56,2025-05-26,1
Sentra,HV Battery,29562.0,7.88,2025-04-03,0
Sentra,HV Battery,28338.7,8.39,2025-04-15,1
Sentra,HV Battery,29808.1,7.83,2025-02-14,1
Sentra,HV Battery,28511.2,7.73,2025-05-28,0
Sentra,HV Battery,26702.9,7.74,2025-01-29,1
Sentra,HV Battery,28690.2,7.33,2025-05-02,1
Sentra,HV Battery,27101.7,8.76,2025-06-20,1
Sentra,HV Battery,31011.1,7.56,2025-05-28,1
Sentra,HV Battery,27625.3,8.06,2025-04-11,1
Sentra,HV Battery,28085.6,7.88,2025-03-21,1
Sentra,HV Battery,28615.6,7.66,2025-03-18,0
Sentra,HV Battery,26535.5,7.52,2025-01-30,0
Sentra,HV Battery,28121.4,7.6,2025-04-20,1
Sentra,HV Battery,26883.0,8.5,2025-01-03,0
Sentra,HV Battery,29393.9,7.76,2025-03-02,1
Sentra,HV Battery,29598.5,7.75,2025-02-19,0
Sentra,HV Battery,32077.3,8.99,2025-02-16,1
Sentra,HV Battery,31111.5,8.24,2025-05-19,0
Sentra,HV Battery,28138.4,7.09,2025-05-23,0
Sentra,HV Battery,30593.7,7.66,2025-05-10,0
Sentra,HV Battery,28716.2,8.02,2025-01-02,1
Sentra,HV Battery,29526.9,7.99,2025-05-01,1
Sentra,HV Battery,27569.9,7.79,2025-01-02,0
Sentra,HV Battery,28230.3,8.27,2025-01-05,1
Sentra,HV Battery,28209.2,7.74,2025-03-24,1
Sentra,HV Battery,28815.9,7.73,2025-01-21,1
Sentra,HV Battery,28672.3,7.43,2025-06-29,1
Sentra,HV Battery,27064.3,7.62,2025-01-11,1
Sentra,HV Battery,29151.9,7.5,2025-02-15,0
Sentra,HV Battery,29056.1,8.23,2025-05-15,0
Sentra,HV Battery,26552.3,7.48,2025-05-05,0
Sentra,HV Battery,26720.9,7.3,2025-03-21,1
Sentra,HV Battery,25387.9,7.92,2025-03-28,0
Sentra,HV Battery,27394.1,7.93,2025-06-25,0
Sentra,HV Battery,30045.8,7.47,2025-01-21,0
Sentra,HV Battery,29789.9,8.29,2025-02-08,0
Sentra,HV Battery,27721.5,7.07,2025-01-06,0
Sentra,HV Battery,26949.0,8.81,2025-02-07,1
Sentra,HV Battery,28319.1,8.25,2025-06-24,0
Sentra,HV Battery,28707.9,7.16,2025-02-10,1
Sentra,HV Battery,29405.7,7.61,2025-06-30,0
Sentra,HV Battery,31501.6,7.56,2025-06-17,1
Sentra,HV Battery,31120.7,8.51,2025-01-01,0
Sentra,HV Battery,26609.8,8.12,2025-01-22,0
Sentra,HV Battery,28169.8,8.31,2025-05-06,0
Sentra,HV Battery,29262.2,7.92,2025-04-03,1
Sentra,HV Battery,28070.6,8.08,2025-03-18,1
Sentra,HV Battery,26658.0,8.22,2025-04-04,0
Sentra,HV Battery,29884.0,8.05,2025-03-11,1
Sentra,HV Battery,27330.0,7.47,2025-01-18,0
Sentra,HV Battery,27736.8,7.49,2025-04-12,0
Sentra,HV Battery,29115.9,7.65,2025-03-12,0
Sentra,HV Battery,28132.7,7.67,2025-05-16,0
Sentra,HV Battery,27012.2,7.64,2025-05-08,1
Sentra,HV Battery,30266.0,8.18,2025-06-08,1
Sentra,HV Battery,29379.7,8.44,2025-02-05,1
Sentra,HV Battery,27918.2,7.71,2025-06-18,1
Sentra,HV Battery,30116.2,7.84,2025-06-28,0
Sentra,HV Battery,27368.1,7.38,2025-01-18,1
Sentra,HV Battery,27355.8,8.35,2025-01-15,0
Sentra,HV Battery,28984.2,7.97,2025-03-10,1
Sentra,HV Battery,28751.2,7.58,2025-04-14,0
Sentra,HV Battery,24904.3,7.2,2025-04-17,0
Sentra,HV Battery,30451.0,8.15,2025-02-03,1
Sentra,HV Battery,30988.6,7.95,2025-04-30,0
Sentra,HV Battery,29687.4,7.35,2025-03-23,1
Sentra,HV Battery,26403.3,8.27,2025-06-16,0
Sentra,HV Battery,29096.3,7.85,2025-01-05,0
Sentra,HV Battery,27962.4,8.56,2025-01-26,0
Sentra,HV Battery,27471.5,8.44,2025-04-02,1
Sentra,HV Battery,28717.2,7.06,2025-02-13,0
Sentra,HV Battery,29573.6,7.82,2025-04-14,1
Sentra,HV Battery,28061.4,7.89,2025-06-24,1
Sentra,HV Battery,24975.8,7.93,2025-06-24,0
Sentra,HV Battery,28822.6,8.58,2025-05-27,0
Sentra,HV Battery,32030.1,7.74,2025-04-25,1
Sentra,HV Battery,30096.4,8.38,2025-03-06,0
Sentra,HV Battery,28819.2,7.95,2025-03-12,0
Sentra,HV Battery,28143.4,7.34,2025-02-13,0
Sentra,HV Battery,30275.4,7.47,2025-01-14,0
Sentra,HV Battery,28313.8,8.26,2025-02-28,0
Sentra,HV Battery,26698.9,7.73,2025-04-12,1
Sentra,HV Battery,30723.9,7.29,2025-01-15,0
Sentra,HV Battery,28056.6,7.35,2025-05-04,0
Sentra,HV Battery,30084.5,8.61,2025-05-17,1
Sentra,HV Battery,30409.9,7.99,2025-03-29,1
Sentra,HV Battery,28414.5,8.15,2025-03-16,1
Sentra,HV Battery,29619.4,7.36,2025-05-19,1
Sentra,HV Battery,27097.2,7.24,2025-02-18,1
Sentra,HV Battery,29028.8,7.74,2025-02-21,0
Sentra,HV Battery,29549.7,8.33,2025-01-04,1
Sentra,HV Battery,29173.4,7.82,2025-05-27,1
Sentra,HV Battery,30527.6,7.25,2025-04-06,0
Sentra,HV Battery,28771.2,7.77,2025-05-10,1
Sentra,HV Battery,28459.2,7.64,2025-05-07,1
Sentra,HV Battery,30550.5,7.17,2025-02-06,1
Sentra,HV Battery,29649.7,7.45,2025-03-02,1
Sentra,HV Battery,25759.6,8.02,2025-06-26,1
Sentra,HV Battery,29424.0,8.39,2025-05-23,1
Sentra,HV Battery,28749.1,8.22,2025-02-25,0
Sentra,HV Battery,29949.8,7.91,2025-04-12,0
Sentra,HV Battery,26847.2,8.13,2025-05-17,0
Sentra,HV Battery,29965.6,7.5,2025-06-14,1
Sentra,HV Battery,28163.6,7.16,2025-01-03,0
Sentra,HV Battery,30011.9,7.47,2025-04-20,0
Sentra,HV Battery,29585.2,8.17,2025-01-13,1
Sentra,HV Battery,29574.2,7.89,2025-01-23,1
Sentra,HV Battery,30104.7,7.81,2025-03-08,0
Sentra,HV Battery,30172.0,7.68,2025-03-27,1
